,created_at,text
158,Sat Dec 05 19:14:16 +0000 2015,RT @pisaasu: atlast the team #ChennaiRainsHelp #ChennaiFloods https://t.co/8gZAXqygYh
159,Sat Dec 05 19:14:17 +0000 2015,RT @vamsikaka: This attitude will cost you for sure #SarvanaBhavan #ChennaiFloods https://t.co/P1VYpxMPSb
160,Sat Dec 05 19:14:18 +0000 2015,#ChennaiRainsHelp #ChennaiFloods #ChennaiMicro #chennairain  https://t.co/Gj9Rv1vbCk
161,Sat Dec 05 19:14:19 +0000 2015,"RT @NewsX: Help #ChennaiLittleAngel, 1 year old girl search for her family. Help her reunite with family. #ChennaiFloods https://t.co/60fZ0…"
162,Sat Dec 05 19:14:22 +0000 2015,"RT @ishafoundation: Flood relief activities by Isha volunteers, an update! #ChennaiFloods https://t.co/aEAkjeYj15"
163,Sat Dec 05 19:14:22 +0000 2015,RT @shiyamjack: @RJ_Balaji @Actor_Siddharth https://t.co/3jBcl4yMV0
164,Sat Dec 05 19:14:25 +0000 2015,RT @BreakingViews4u: #ChennaiFloods https://t.co/D6PRaNupou
165,Sat Dec 05 19:14:27 +0000 2015,RT @adgpi: An #IndianArmy officer’s daughter assisting her father in monitoring help lines during #Chennaifloods #Armykids https://t.co/VBU…
166,Sat Dec 05 19:14:28 +0000 2015,RT @sachin_rt: Praying that each of you will overcome these challenging times and bounce back to normalcy #ChennaiFloods
167,Sat Dec 05 19:14:28 +0000 2015,RT @isai_: #ChennaiVolunteer #ChennaiRainsHelp 🙏 https://t.co/nryNTjUEW3
168,Sat Dec 05 19:14:29 +0000 2015,"#ChennaiFloods: A classical example on how the people came to the streets, to restore the majesty of the city. #TolerantYetIgnored"
169,Sat Dec 05 19:14:29 +0000 2015,#ChennaiFloods #ChennaiRainsHelp #ChennaiMicro # chennaimicro #NDRF https://t.co/2urEtI2yyh
170,Sat Dec 05 19:14:33 +0000 2015,I think we should not just stop by giving food and things ... We all should volunteer ourself to clean the city #ChennaiFloods #ChennaiRains
171,Sat Dec 05 19:14:33 +0000 2015,RT @ishafoundation: Join Isha’s flood relief operations.Donate for #ChennaiFloods  https://t.co/ABQxtRdJkQ @ARMurugadoss @hasinimani https:…
172,Sat Dec 05 19:14:34 +0000 2015,RT @guruvignesh_: Seriously! Thanks for the start @Actor_Siddharth @RJ_Balaji . #chennai #chennaifloods #chennairains https://t.co/NJIz0NXQ…
173,Sat Dec 05 19:14:36 +0000 2015,RT @_Sangeethaa_: but please get an advise from a medical officer before doing this.. https://t.co/nEa25ndykj
174,Sat Dec 05 19:14:38 +0000 2015,RT @insan_divya: At this hour of tragedy St @Gurmeetramrahim ji is taking care of al #ChennaiFloods victims by providing physical &amp;Mental r…
175,Sat Dec 05 19:14:40 +0000 2015,RT @ishafoundation: Funds for #ChennaiFloods coming from all over the world. Let's Keep it on.Lot more to do.Thanks for sharing @Premgiamar…
176,Sat Dec 05 19:14:41 +0000 2015,RT @goswamikeshav: Good offer but BSNL voices &amp; Internet always failed subscribers https://t.co/HvyPvzBR8L
177,Sat Dec 05 19:14:42 +0000 2015,This is time to show each other what humanity is all about #ChennaiFloods #ChennaiRainsHelp
178,Sat Dec 05 19:14:43 +0000 2015,RT @pisaasu: atlast the team #ChennaiRainsHelp #ChennaiFloods https://t.co/8gZAXqygYh
179,Sat Dec 05 19:14:49 +0000 2015,"RT @alagiakoothan: please go to interior places,city has lots of people to distribute materials 1/2 #ChennaiMicro #ChennaiFloods #ChennaiRa…"
180,Sat Dec 05 19:14:49 +0000 2015,Please no more rain 🙏🏽 #ChennaiFloods #ChennaiRainsHelp #chennai #manmadedisaster #climatechange… https://t.co/te3H3A2ZgH
181,Sat Dec 05 19:14:51 +0000 2015,"RT @Mazhaimagal: Candles, Lighters, Torches, Rubber Slippers &amp; Blankets would come in handy to many as well. May not seem much, but importa…"
182,Sat Dec 05 19:14:58 +0000 2015,"RT @sriram_madhavan: For food water and blankets. Please contact 9566135998, 8056203222, 9500097369. #ChennaiRainsHelp #ChennaiMicro #Chenn…"
183,Sat Dec 05 19:15:02 +0000 2015,@gopalww seems like no problem in cnromepet area as no rescue effects are raised from there #ChennaiFloods #ChennaiRainsHelp
184,Sat Dec 05 19:15:06 +0000 2015,"RT @TimesNow: Singapore to provide US $75,000 assistance to flood-hit Chennai #ChennaiRains #ChennaiFloods https://t.co/uyouQNlZJ3"
185,Sat Dec 05 19:15:07 +0000 2015,RT @PreethiKrishna: Dated 5 Dec/ 11 pm #ChennaiMicro #ChennaiFloods #ChennaiRainsHelp https://t.co/t2z0HXmr4L
186,Sat Dec 05 19:15:09 +0000 2015,Raminaidu Bandi just spread happiness by donating ₹ 250 to BHUMI's #disasterrelief #chennaifloods programme - https://t.co/uLBsRAhjbI
187,Sat Dec 05 19:15:09 +0000 2015,"Kaverinagar seniors need help. no power, no food, no connectivity. help please. #ChennaiFloods #ChennaiRainsHelp #ChennaiMicro #chennairain"
188,Sat Dec 05 19:15:10 +0000 2015,"RT @ashramblr: Disciples of @AsaramBapuJi distributed food packets, milk &amp; water pouch, medicines in affected #ChennaiFloods area. https://…"
189,Sat Dec 05 19:15:17 +0000 2015,"Thq @ChennaiyinFC for dedicating ur win &amp; into #SF for #ChennaiFloods, now go on to win the #ISL for us
We youngsters will take care of city"
190,Sat Dec 05 19:15:23 +0000 2015,@Chinmayi @shrutihaasanneeds foods and medicines for the victims of #ChennaiFloodsspecially kids and old peoples. https://t.co/xe87kSPKzo
191,Sat Dec 05 19:15:26 +0000 2015,RT @insan_divya: At this hour of tragedy St @Gurmeetramrahim ji is taking care of al #ChennaiFloods victims by providing physical &amp;Mental r…
192,Sat Dec 05 19:15:26 +0000 2015,RT @sachin_rt: Praying that each of you will overcome these challenging times and bounce back to normalcy #ChennaiFloods
193,Sat Dec 05 19:15:26 +0000 2015,Shailesh Kumar just spread love by donating ₹ 100 to BHUMI's #disasterrelief #chennaifloods programme - https://t.co/uLBsRAhjbI
194,Sat Dec 05 19:15:26 +0000 2015,RT @ActorMadhavan: #ChennaiFloods . Will send volunteers.. https://t.co/nESXBfuIho
195,Sat Dec 05 19:15:27 +0000 2015,#WOW #AllLivesMatter #ChennaiFloods #ChennaiRainsHelp #ChennaiRains https://t.co/xbpxc0Oejv
196,Sat Dec 05 19:15:29 +0000 2015,RT @Troll_Cinema: What did the Rain Teach you today? #ChennaiFloods #Cuddaloreflood https://t.co/nCMso5CXON
197,Sat Dec 05 19:15:31 +0000 2015,RT @pisaasu: atlast the team #ChennaiRainsHelp #ChennaiFloods https://t.co/8gZAXqygYh
198,Sat Dec 05 19:15:33 +0000 2015,"RT @iamRajcitizen: @tn_ajith you guys done a
 great job. Hats off @Nelson_Ji #ChennaiRainsHelp #ChennaiFloods https://t.co/9TVh649Wk4"
199,Sat Dec 05 19:15:38 +0000 2015,RT @suchetadalal: AIDMK react to goons posting Amma stickers on relief material #ChennaiFloods https://t.co/pPcOPG68dx
200,Sat Dec 05 19:15:39 +0000 2015,"RT @kavitha129: This might be helpful if works
#ChennaiFloods https://t.co/kQYsmOXOzd"
201,Sat Dec 05 19:15:41 +0000 2015,"RT @cfhaviland: #ChennaiFloods: writer criticises 
#TamilNadu ""govt apathy"" &amp; ""gross mismanagement of city's waterways"". https://t.co/Ch1Pr…"
202,Sat Dec 05 19:15:47 +0000 2015,"RT @priyashmita: The number of selfless volunteers who have helped during this #ChennaiFloods is amazing
Both online and offline"
203,Sat Dec 05 19:15:47 +0000 2015,"RT @ggiittiikkaa: While everyone is donating food, drinking water, blankets, mosquito coils, Amma's goons are coming with Amma stickers. Sh…"
204,Sat Dec 05 19:15:50 +0000 2015,"RT @alagiakoothan: Finished distributing bedsheets,sarees,lungis,rice,mosquito coils,napkins to interior areas of #mudichur #ChennaiFloods …"
205,Sat Dec 05 19:15:50 +0000 2015,Uncountable volunteers doing great job. Just had some time to post few clicks. #ChennaiRainsHelp #ChennaiFloods https://t.co/Zde3M4iPWB
206,Sat Dec 05 19:15:53 +0000 2015,RT @bbcweather: #India: The worst of it is clearing #Chennai but the rain isn't over yet in coastal Tamil Nadu. #ChennaiFloods Nick https:/…
207,Sat Dec 05 19:15:54 +0000 2015,"Wherever we go people ask for bedsheets,mats,mosquito coils,clothes 2/2 #ChennaiMicro #ChennaiFloods #ChennaiRainsHelp"
208,Sat Dec 05 19:15:55 +0000 2015,"RT @MahaveerM_: Jain Bhavan,Sowcarpet,Chennai Cooking Food NonStop 4m Past 72Hrs 2 Feed Citizens #ChennaiFloods Wid 100s Volunteers https:/…"
209,Sat Dec 05 19:15:55 +0000 2015,"RT @VettriTheatres: Hats off #ChennaiHeroes ...
#ChennaiFloods #ChennaiRains https://t.co/sKErSBWM73"
210,Sat Dec 05 19:15:57 +0000 2015,"RT @Yellow__Ribbons: @suchetadalal @AnaMyID Now that THAT is settled, let's have a good explanation for this.
#ChennaiFloods https://t.co/0…"
211,Sat Dec 05 19:15:58 +0000 2015,RT @vigneshhari1: #ThalaThalapathy Fans #Unity #GoodCause #Respect  _/\_  #ChennaiRains #ChennaiFloods #ChennaiRainsHelp https://t.co/jBlT3…
212,Sat Dec 05 19:16:00 +0000 2015,@gopalww seems like no problem in chromepet area as no rescue requests are raised from there #ChennaiFloods #ChennaiRainsHelp
213,Sat Dec 05 19:16:00 +0000 2015,"Soldiers risk own life and work 24/7 to rescue victims of #ChennaiFloods
Traders exploit victims by blackmarketing https://t.co/ciD5i0cUVd"
214,Sat Dec 05 19:16:02 +0000 2015,RT @ArchanaArchuu: அவசரமாக இரத்தம் தேவை Egmore Children's Hospital needs blood  A+ B+ O+ &amp; WBC to save 70 infants.Call 9566130683 https://t…
215,Sat Dec 05 19:16:03 +0000 2015,இந்திய நகரங்கள் எதுவும் பேரிடரை தாக்கு பிடிக்கும் மேலாண்மை இல்லாதவை என்பது சந்தோசமான விசயமல்ல! #ChennaiFloods -  https://t.co/5C4lQj9tWZ
216,Sat Dec 05 19:16:04 +0000 2015,"RT @TimesNow: Singapore to provide US $75,000 assistance to flood-hit Chennai #ChennaiRains #ChennaiFloods https://t.co/uyouQNlZJ3"
217,Sat Dec 05 19:16:13 +0000 2015,@Chinmayi @_ShwetaMohan_ @ActorMadhavan @RanaDaggubati @NameisNani #ChennaiMicro #ChennaiFloods  https://t.co/aVAXc5XwjX
218,Sat Dec 05 19:16:15 +0000 2015,"RT @nexstep2nirvana: Need cut vegetables and make chapati @ Avichi School, Saligramam, approx 10-10.30am start work.  #chennairains #Chenna…"
219,Sat Dec 05 19:16:16 +0000 2015,"RT @alagiakoothan: People can reach #mudichur,water drained, relief work needed in interior areas,volunteers can go,roads are ok.#ChennaiFl…"
220,Sat Dec 05 19:16:16 +0000 2015,Lessons Learned from Chennai Floods - https://t.co/S4NzhHlyDz #chennairain #ChennaiFloods #ChennaiRainsHelp https://t.co/CMigy4tBVM
221,Sat Dec 05 19:16:17 +0000 2015,RT @AllergenArya: #ChennaiFloods #ChennaiRains #ShameAmma your stickers on relief packets? Really? Total shame... God Bless Chennai
222,Sat Dec 05 19:16:18 +0000 2015,"RT @ExSecular: Tamil actors are so down to earth &amp; real,did not hesitate to come out &amp; help common ppl,No wonder fans build temples for the…"
223,Sat Dec 05 19:16:19 +0000 2015,"RT @dhanyarajendran: People sending sanitary napkins, women and girls also need under wears. (I AM NOT KIDDING) #ChennaiFloods"
224,Sat Dec 05 19:16:19 +0000 2015,"RT @saraaiyer: If any one Blocks you While distribute food contact this number : 90-87-679497
#ChennaiFloods #ChennaiRains... https://t.co/…"
225,Sat Dec 05 19:16:21 +0000 2015,RT @ActorMadhavan: #ChennaiFloods . Will send volunteers.. https://t.co/nESXBfuIho
226,Sat Dec 05 19:16:22 +0000 2015,Quite urgent...... Please guys #ChennaiFloods #ChennaiMicro https://t.co/WG1Ib8QNb5
227,Sat Dec 05 19:16:25 +0000 2015,RT @ActorMadhavan: #ChennaiFloods #ChennaiMicro  https://t.co/VX4kUAgwfJ
228,Sat Dec 05 19:16:25 +0000 2015,RT @sdkdinesh13: @chidambaresan @VenBram @jyrj23  #chennairains #CuddaloreRains  #ChennaiMicro  https://t.co/7glhbARFTC
229,Sat Dec 05 19:16:29 +0000 2015,@RJ_Balaji bro director @dirlakshman is trying to reach u . Nandu Brand Lungies ready to donate lungies it seems . #ChennaiFloods !
230,Sat Dec 05 19:16:29 +0000 2015,@RJ_Balaji @Actor_Siddharth #ChennaiFloods #chennai connecting.  https://t.co/pT7arM7WAN
231,Sat Dec 05 19:16:29 +0000 2015,#ChennaiFloods Chennai flood heavy rain https://t.co/qM3WW604v9 #News #India #Retweet #Kerala https://t.co/Q4d8TOZhDf
232,Sat Dec 05 19:16:31 +0000 2015,"RT @chanduru_njoy07: Kudos To Kwood ppl :)) 
And The #ThalaThalapathy Fans.. :))
They Are Helping With Good Heart💖 #ChennaiFloods :)) TN wi…"
233,Sat Dec 05 19:16:38 +0000 2015,"RT @MahaveerM_: Jain Bhavan,Sowcarpet,Chennai Cooking Food NonStop 4m Past 72Hrs 2 Feed Citizens #ChennaiFloods Wid 100s Volunteers https:/…"
234,Sat Dec 05 19:16:38 +0000 2015,Listen Shlok of Shreemad Bhagwat Geeta - https://t.co/CMjxI0Ms49  https://t.co/zpTFQsepQe #MUFC  #ChennaiFloods
235,Sat Dec 05 19:16:39 +0000 2015,RT @alluarjun: Group of Telugu Actors supporting #ChennaiFloods Crisis  #manamadraskosam https://t.co/b2q0HEgjZX
236,Sat Dec 05 19:16:43 +0000 2015,RT @_Sangeethaa_: but please get an advise from a medical officer before doing this.. https://t.co/nEa25ndykj
237,Sat Dec 05 19:16:44 +0000 2015,Small girl lost in #ChennaiFloods #ChennaiRainsHelp #missing #missingperson. now at #Vadapalani  R3 #policestation https://t.co/P7DYCK2wPx
238,Sat Dec 05 19:16:48 +0000 2015,"#ChennaiFloods #ChennaiMicro #ChennaiRainsHelp #chennaimicro
Antibiotics,paracetamol,allergy meds-available. Pickup in chetpet- 919566104919"
239,Sat Dec 05 19:16:50 +0000 2015,"RT @NewsX: A Saravanan, DMK: It is very saddening that nothing is being done by Tamil Nadu government #NationAt9 #ChennaiFloods
https://t.c…"
240,Sat Dec 05 19:16:52 +0000 2015,"RT @DDNewsLive: #ChennaiFloods: Thousands evacuated to safer areas by  Army, Navy, Air Force and #NDRF teams https://t.co/FtXX85QIrA"
241,Sat Dec 05 19:16:54 +0000 2015,"RT @Jha__Pooja: For food water n blankets 9566135998, 9600134000
volunteers Lehiri - 8056203222
Aditya - 9500097369

#ChennaiRainsHelp 
#Ch…"
242,Sat Dec 05 19:17:02 +0000 2015,"RT @NewsX: #NationAt9: TR Ramachandran, Journalist: All the MPs, MLAs and big shots in AIADMK don't have a spine #ChennaiFloods
https://t.c…"
243,Sat Dec 05 19:17:03 +0000 2015,RT @ashoklalla: The nameless folks who went about silently doing good during the #ChennaiFloods deserve the loudest applause and deepest gr…
244,Sat Dec 05 19:17:04 +0000 2015,RT @ExSecular: Sangakara and murlidharan donated huge amounts for #ChennaiFloods where their even  airplane was not allowed to land !
245,Sat Dec 05 19:17:06 +0000 2015,"Thanks kerala for standing w our ♡d ones in Chennai
#AnpoduKochi for #ChennaiRainsHelp #ChennaiFloods
pls help  https://t.co/NxMyLswbnX"
246,Sat Dec 05 19:17:07 +0000 2015,RT @timesofindia: #ChennaiFloods Airport to be shut till December 8: Air India https://t.co/kMHrQRwbWA https://t.co/1cjF1YIkFe
247,Sat Dec 05 19:17:07 +0000 2015,RT @AsmitaMadhu: Over 100 kids are running high fever. Pls contact chander 9940075528 and help with medical facility. #ChennaiFloods #Chenn…
248,Sat Dec 05 19:17:10 +0000 2015,"RT @saxenanishank: @ChennaiCares Anyone in Chennai in need for mobile Recharge.! I'll do a few recharges. Tweet me
@chennaifloods @ChennaiR…"
249,Sat Dec 05 19:17:10 +0000 2015,RT @Troll_Cinema: What did the Rain Teach you today? #ChennaiFloods #Cuddaloreflood https://t.co/nCMso5CXON
250,Sat Dec 05 19:17:10 +0000 2015,RT @aspsaarathy: @RJ_Balaji bro director @dirlakshman is trying to reach u . Nandu Brand Lungies ready to donate lungies it seems . #Chenna…
251,Sat Dec 05 19:17:12 +0000 2015,RT @sachin_rt: Praying that each of you will overcome these challenging times and bounce back to normalcy #ChennaiFloods
252,Sat Dec 05 19:17:12 +0000 2015,"RT @NewsX: #ChennaiFloods: Film star Kamal Haasan attacks 'system', AIADMK fumes. AIADMK hits back at Kamal Haasan."
253,Sat Dec 05 19:17:13 +0000 2015,RT @ActorMadhavan: #ChennaiFloods just got info that supply trucks frm Bnglr n other places getting diverted on Chnai border to other loc...
254,Sat Dec 05 19:17:14 +0000 2015,"RT @DeepikaBhardwaj: ""Men"" - solely responsible for all violence as per Maneka Gandhi are the ones seen in majority of rescue work in #Chen…"
255,Sat Dec 05 19:17:17 +0000 2015,Need genuine doctors list. Saidapet area including #ChennaiFloods
256,Sat Dec 05 19:17:19 +0000 2015,"RT @randysatha: #Verified
Srii Akshayaa,
4 santhu kadai
Trichy 8
Karthi:9965781338
Aswin: 9994359013 
#ChennaiFloods #CuddaloreRains https:…"
257,Sat Dec 05 19:17:20 +0000 2015,"#zomato helping da chennai victims suffering 4m hunger,pls go through online n order food 4r da need #Chennaifloods https://t.co/cgaslKZ4Kg"
258,Sat Dec 05 19:17:26 +0000 2015,"RT @MahaveerM_: Jain Bhavan,Sowcarpet,Chennai Cooking Food NonStop 4m Past 72Hrs 2 Feed Citizens #ChennaiFloods Wid 100s Volunteers https:/…"
259,Sat Dec 05 19:17:26 +0000 2015,I donated :) please do what you can :) #ChennaiRainsHelp #TNflood https://t.co/ogG9SoRl0q
260,Sat Dec 05 19:17:27 +0000 2015,"Current state affairs. #MassManipulation. This happens at every level. Sad but true. #ChennaiFloods 
https://t.co/DNk0MZcakI"
261,Sat Dec 05 19:17:28 +0000 2015,Eat- sleep-cricket -repeat #easports #cricket #nfs2 #holidays #ChennaiFloods #bro and #freedy
262,Sat Dec 05 19:17:31 +0000 2015,RT @KhanMaryk: Muslims providing food in HinduTemples! #ProudToBeAMuslim #ChennaiRainsHelp #ChennaiFloods #IAmAChennaiHelperfromPak https:/…
263,Sat Dec 05 19:17:31 +0000 2015,#ChennaiRainsHelp #ChennaiFloods #ChennaiMicro  https://t.co/pEiiqhBzXP
264,Sat Dec 05 19:17:34 +0000 2015,#ChennaiFloods #ChennaiRainsHelp https://t.co/CAa828FglF
265,Sat Dec 05 19:17:35 +0000 2015,"RT @Brijeshbsingh: Kudos to Adgp Shri Sylendra Babu, IPS TN for exemplary rescue work. Well done sir !
#IPSatwork
#ChennaiFloods https://t.…"
266,Sat Dec 05 19:17:37 +0000 2015,"RT @ExSecular: Tamil actors are so down to earth &amp; real,did not hesitate to come out &amp; help common ppl,No wonder fans build temples for the…"
267,Sat Dec 05 19:17:38 +0000 2015,RT @bbcweather: #India: The worst of it is clearing #Chennai but the rain isn't over yet in coastal Tamil Nadu. #ChennaiFloods Nick https:/…
268,Sat Dec 05 19:17:40 +0000 2015,"#suppliesneeded verified. Need food, blankets, and mosq. coils 
 Call Kamal Raj : 09176581765 #ChennaiFloods #ChennaiRainsHelp"
269,Sat Dec 05 19:17:42 +0000 2015,"RT @nexstep2nirvana: Need cut vegetables and make chapati @ Avichi School, Saligramam, approx 10-10.30am start work.  #chennairains #Chenna…"
270,Sat Dec 05 19:17:42 +0000 2015,"RT @PuliArason: Major reason Chennai is getting back on its feets is coz of its unbelievable &amp; amazing citizens.
#ChennaiFloods #ChennaiRai…"
271,Sat Dec 05 19:17:42 +0000 2015,"RT @Sachin3S: Is this True ? #RSS man found robbing jewellery,Cash &amp;valuable stuff in #ChennaiFloods ?

#BalNarendraFullTicket https://t.co…"
272,Sat Dec 05 19:17:48 +0000 2015,RT @vasudevan_k: The 4 stages of flooding! pictures taken by a friend. 80 cars in complex were submerged #chennairain #ChennaiFloods https:…
273,Sat Dec 05 19:17:50 +0000 2015,"RT @Sachin3S: Is this True ? #RSS man found robbing jewellery,Cash &amp;valuable stuff in #ChennaiFloods ?

#BalNarendraFullTicket https://t.co…"
274,Sat Dec 05 19:17:51 +0000 2015,"RT @ZNetLive_Host: Helpline numbers to contact in case of any Emergency. Please SHARE and help Chennai.
#ChennaiFloods #savechennai https:/…"
275,Sat Dec 05 19:17:51 +0000 2015,#ICICIBank waives EMI penalty in Chennai due to extreme flood. #ChennaiFloods #GoodMove #Investing
276,Sat Dec 05 19:17:57 +0000 2015,"RT @nagaprabu3: #Chennai #ChennaiRainsHelp #ChennaiFloodsI want to know the present situation in ramapuram &amp; nesapakam,, needed materials,,"
277,Sat Dec 05 19:17:57 +0000 2015,RT @RajiniFC: All those who have lost their important official documents Pls contact : 7667100100 #ChennaiFloods #ChennaiRainsHelp https://…
278,Sat Dec 05 19:17:59 +0000 2015,"RT @Jha__Pooja: Need food any place in Chennai pls contact thi no 8754228413

#ChennaiRainsHelp 
#ChennaiFloods 
@Actor_Siddharth"
279,Sat Dec 05 19:18:10 +0000 2015,"RT @karaiyaan: ஈரக் கால்களில் சேத்துப்புண் போன்ற பூஞ்சைத் தொற்று பாதிக்கலாம். Terbinafine tablets, ஹோமியோபதியில் Graphitus தற்காக்கும். #Ch…"
280,Sat Dec 05 19:18:10 +0000 2015,RT @riazgenuine: #ChennaiMicro Any news on Madipakkam? Not hearing much about this area. #ChennaiFloods #ChennaiRainsHelp
281,Sat Dec 05 19:18:11 +0000 2015,"RT @ImSoorej: Thanks to CM of TN.
#free ride of MTC Bus from 5 to 8 Dec.
Taken decision of AAVIN milk supply. #ChennaiMicro #ChennaiFloods …"
282,Sat Dec 05 19:18:15 +0000 2015,"RT @ANI_news: INS Shakti loaded with relief material and 700 tonnes of drinking water-Satish Soni,Vice Admiral,Navy #ChennaiFloods https://…"
283,Sat Dec 05 19:18:17 +0000 2015,RT @ranganadan86: #ChennaiFloods #ChennaiMicro https://t.co/VwaFh8YMZA
284,Sat Dec 05 19:18:19 +0000 2015,"RT @MahaveerM_: Jain Bhavan,Sowcarpet,Chennai Cooking Food NonStop 4m Past 72Hrs 2 Feed Citizens #ChennaiFloods Wid 100s Volunteers https:/…"
285,Sat Dec 05 19:18:19 +0000 2015,RT @ArvPG: Need volunteers 4 food pck distribution @ villivakkam tmrw mrg. Pls contact Kiran 09962133457. #ChennaiFloods #ChennaiRainsHelp
286,Sat Dec 05 19:18:19 +0000 2015,Help for #ChennaiFloods https://t.co/eBC91kvQq5
287,Sat Dec 05 19:18:26 +0000 2015,RT @VijayfansTN: #ChennaiFloods Nungambakkam Raw Materials required for making Breads! https://t.co/ggmYoHu1s2
288,Sat Dec 05 19:18:26 +0000 2015,#ChennaiFloods #ChennaiRainsHelp #ChennaiMicro #chennairain https://t.co/FltQy64e0Y
289,Sat Dec 05 19:18:27 +0000 2015,"@ishafoundation @TheHindu https://t.co/zdaYkM4NSK
https://t.co/45u7upFpbV"
290,Sat Dec 05 19:18:31 +0000 2015,RT @pisaasu: atlast the team #ChennaiRainsHelp #ChennaiFloods https://t.co/8gZAXqygYh
291,Sat Dec 05 19:18:33 +0000 2015,"RT @TrollywoodTamil: Very useful ..share
#ChennaiRains #ChennaiFloods #ChennaiRainsHelp"
292,Sat Dec 05 19:18:33 +0000 2015,RT @Jha__Pooja: #ChennaiFloods  #ChennaiRainsHelp  Need breakfast food for 400 people in packets tomorrow morning in Chetpet. Please WhatsA…
293,Sat Dec 05 19:18:38 +0000 2015,RT @MDVForeign: Bus organised by Maldivian Consulate @MDVConsulate departed with 9 Maldivians  bound from Chennai to Trivandrum. #ChennaiFl…
294,Sat Dec 05 19:18:39 +0000 2015,RT @rajsekarpandian: North Chennai Flood Relief with #Actorkarthi water every were! Great job #nadigarsangam #ChennaiFloods #willsurvive ht…
295,Sat Dec 05 19:18:39 +0000 2015,"#ChennaiFloods #Presstitutes Silent
#PakiCONgress
@BJP_ITCELL_Maha @srustibiswalrss @ChandanChhilwar @DhruvGGN https://t.co/i9ssINmMZv"
296,Sat Dec 05 19:18:44 +0000 2015,"RT @dna: #ChennaiFloods : After ICICI and HDFC, now SBI not to impose penalty on EMI delay https://t.co/7lqWeMJxkW https://t.co/Xd9VQUzqqq"
297,Sat Dec 05 19:18:44 +0000 2015,"@cenationKNA #ChennaiFloods nammala real humansa change panniyachi... 
#Thalathalapathians 
Fight Against Bads
!!!A Double Edged Sword!!!"
298,Sat Dec 05 19:18:45 +0000 2015,Help for #ChennaiFloods https://t.co/iChWyHUzRD
299,Sat Dec 05 19:18:46 +0000 2015,RT @ShakthiGalatta: Pls help. 50 pairs of gum boots &amp; gloves required. For relief workers. Can anyone supply pls? #verified #ChennaiFloods …
300,Sat Dec 05 19:18:48 +0000 2015,That dikilona moment #ChennaiFloods #ChennaiRainsHelp #chennairain https://t.co/gbTbz7nfJc
301,Sat Dec 05 19:18:48 +0000 2015,"Need atleast 10000 food packets for relief efforts at North Madras. Urgent. Contact 8754575678, 9445024084 #ChennaiRainsHelp #ChennaiFloods'"
302,Sat Dec 05 19:18:48 +0000 2015,@AAPKarnataka @AamAadmiParty @ankitlal @ipathak25 @BulletinNewz @kundankd @aapkaprithvi @akhiaap https://t.co/fkAHpzatTz
303,Sat Dec 05 19:18:49 +0000 2015,#ChennaiRainsHelp #ChennaiFloods #ChennaiMicro Volunteers pls get your TT Injection to protect yourselves. https://t.co/AoHkv6KKkE
304,Sat Dec 05 19:18:51 +0000 2015,RT @KochuuKrishnan: #ChennaiFloods #chennairain #ChennaiRainsHelp #PrayForChennai #HelpChennai #ChennaiRescue #chennaiweather :) https://t.…
305,Sat Dec 05 19:18:52 +0000 2015,Shame on u Amma #chennairains #chennaifloods https://t.co/2tJMHl1sLH
306,Sat Dec 05 19:18:53 +0000 2015,"RT @MahaveerM_: Jain Bhavan,Sowcarpet,Chennai Cooking Food NonStop 4m Past 72Hrs 2 Feed Citizens #ChennaiFloods Wid 100s Volunteers https:/…"
307,Sat Dec 05 19:18:55 +0000 2015,RT @karaiyaan: மழைக்கு முன்பெ வடிகால்களை ஆய்வு செய்து ஊழல் கன்ட்ராக்டர்களுக்கு அபராதம் போட்ட IAS இடமாற்றம் #ChennaiFloods -  https://t.co/d…
308,Sat Dec 05 19:18:55 +0000 2015,RT @vasudevan_k: The 4 stages of flooding! pictures taken by a friend. 80 cars in complex were submerged #chennairain #ChennaiFloods https:…
309,Sat Dec 05 19:18:57 +0000 2015,RT @Abbirami1: I donated :) please do what you can :) #ChennaiRainsHelp #TNflood https://t.co/ogG9SoRl0q
310,Sat Dec 05 19:19:03 +0000 2015,"RT @Mazhaimagal: Candles, Lighters, Torches, Rubber Slippers &amp; Blankets would come in handy to many as well. May not seem much, but importa…"
311,Sat Dec 05 19:19:04 +0000 2015,RT @harshaperla: Muslims offered shelter inside Karpagabal and Kapileeshwarar Temple Chennai #indiaIsTolerant #ChennaiFloods https://t.co/W…
312,Sat Dec 05 19:19:04 +0000 2015,"RT @MahaveerM_: Jain Bhavan,Sowcarpet,Chennai Cooking Food NonStop 4m Past 72Hrs 2 Feed Citizens #ChennaiFloods Wid 100s Volunteers https:/…"
313,Sat Dec 05 19:19:04 +0000 2015,RT @NiroDevilboy: #Great #Respect #ChennaiFloods #ChennaiRainsHelp https://t.co/4ap54pnE3J
314,Sat Dec 05 19:19:06 +0000 2015,"RT @jsaideepak: It's sad to see Ppl in Delhi trivialise the #ChennaiFloods bcoz the ""death toll isn't high"" and bcoz ""it wasn't an earthqua…"
315,Sat Dec 05 19:19:09 +0000 2015,"RT @JaagoRe: Click here to learn more: https://t.co/LXSbZxvMHD
#ChennaiRainsHelp #ChennaiFloods #JaagoRe https://t.co/85F1UJMXAz"
